Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
11.232150077819824	0	-324.08682074007186	21.930573775885076	-293.73482214187976	-360.181415789424	101.0	0.0	1010	1010
22.448787450790405	1	-306.51321596669817	34.10476909794803	-270.61961605062714	-376.2851384970247	101.0	0.0	1010	2020
33.89381265640259	2	-258.2055897776437	22.936740159860214	-228.98160197006445	-303.4369554977353	101.0	0.0	1010	3030
44.81733560562134	3	-257.0337408347624	26.685032086278024	-208.3634076992419	-297.1116194930938	101.0	0.0	1010	4040
55.85160255432129	4	-228.74572454647742	28.09008502179262	-184.9686364643899	-298.1923604778939	101.0	0.0	1010	5050
66.96077394485474	5	-222.80387181129632	15.800279963791183	-199.90988623510123	-260.28214791681063	101.0	0.0	1010	6060
78.13364815711975	6	-212.81867407485365	28.173786634335276	-183.23295678534166	-277.8746824957114	101.0	0.0	1010	7070
89.48005795478821	7	-197.40359269964844	16.593997949595163	-175.97800400944325	-239.39569041971998	101.0	0.0	1010	8080
100.72528147697449	8	-179.25723335682517	23.484669799788495	-148.1391831429037	-225.4170730414053	101.0	0.0	1010	9090
112.18540906906128	9	-188.58613229212787	31.89802655783915	-139.75999100072335	-249.13376363835863	101.0	0.0	1010	10100
123.15249943733215	10	-188.99232589310424	23.734701452949746	-149.57577707366084	-240.6631477603842	101.0	0.0	1010	11110
134.15342950820923	11	-172.21227854718865	22.087650560498446	-143.2492819410306	-208.40252655151977	101.0	0.0	1010	12120
145.03956270217896	12	-175.59424017029738	33.867159607463314	-108.36916571964922	-207.07039902127755	101.0	0.0	1010	13130
156.06279277801514	13	-154.85505663458744	42.422494698705194	-74.4091850056285	-207.76795889930955	101.0	0.0	1010	14140
167.2061755657196	14	-162.6443189782829	25.06261907092281	-114.35682526004689	-197.34249455058224	101.0	0.0	1010	15150
178.28639912605286	15	-137.3061612341006	34.61240877421112	-66.40638757502948	-185.88277031880534	101.0	0.0	1010	16160
189.45116925239563	16	-94.60950332729716	22.250123238794924	-61.92758440872133	-121.77644763005256	101.0	0.0	1010	17170
200.59001851081848	17	-115.2285091827868	36.98478837119249	-43.13208304320586	-164.1810498642041	101.0	0.0	1010	18180
211.66193175315857	18	-97.03533741262382	33.04544873015632	-52.47436732917265	-151.41857141730443	101.0	0.0	1010	19190
222.77598428726196	19	-73.04582892938365	28.614048675425956	-43.96009764103726	-142.05996448369623	101.0	0.0	1010	20200
233.97794198989868	20	-97.15706373232818	25.467025047419266	-50.632994295985625	-137.9708519013768	101.0	0.0	1010	21210
245.17401719093323	21	-72.82278814325005	29.25410763103968	-37.76856772999767	-138.64772673306777	101.0	0.0	1010	22220
256.21207785606384	22	-66.18171541145837	26.079027517075954	-26.1759679772234	-103.66599644347599	101.0	0.0	1010	23230
267.1468722820282	23	-81.32454105474844	20.77122456618818	-50.844398886412414	-104.70882780081055	101.0	0.0	1010	24240
278.28826928138733	24	-84.95709742229013	29.47146872840686	-50.298291338293666	-160.67407250388146	101.0	0.0	1010	25250
289.42450404167175	25	-77.87251528785978	19.543154541668876	-43.19555320735082	-112.79152401414446	101.0	0.0	1010	26260
300.5873382091522	26	-75.9954082939344	23.306188540581537	-37.9817469522206	-111.83749506906292	101.0	0.0	1010	27270
311.6594281196594	27	-72.07600802667979	17.479087422587668	-44.7966362065434	-98.87610126702884	101.0	0.0	1010	28280
322.6912534236908	28	-65.74012515810784	12.482522847089289	-48.74606235952143	-84.58083377708616	101.0	0.0	1010	29290
334.2697637081146	29	-77.81885010353376	19.05649121809062	-49.66439807695529	-106.09723019594543	101.0	0.0	1010	30300
345.6298589706421	30	-73.7531185464358	27.055052672864942	-45.96260626769231	-130.19161577468492	101.0	0.0	1010	31310
356.6213388442993	31	-79.50975555660231	15.296522266373405	-57.94747359216576	-102.41522345732852	101.0	0.0	1010	32320
367.56587743759155	32	-76.22530508807637	19.704051950003294	-41.12385009549158	-98.65101483138662	101.0	0.0	1010	33330
378.715439081192	33	-89.33308801956005	11.408991994449831	-70.71608468728591	-103.18192874563513	101.0	0.0	1010	34340
389.78774428367615	34	-89.84134362887252	15.822283896839744	-56.36819643711535	-107.59624785593607	101.0	0.0	1010	35350
401.02241468429565	35	-92.46123587857538	15.657811524132528	-68.67694532665602	-117.13923309876789	101.0	0.0	1010	36360
412.7105357646942	36	-103.7217564415852	29.147236031534383	-59.720199035194035	-154.53487404297607	101.0	0.0	1010	37370
423.86097860336304	37	-108.46998295768216	20.13875330449406	-64.95192668538918	-140.0793186228117	101.0	0.0	1010	38380
434.93454217910767	38	-102.85156401416887	17.151195253551435	-73.06842271186024	-128.56039520405358	101.0	0.0	1010	39390
445.9776282310486	39	-107.487000344948	13.446757337411475	-90.36924270467433	-136.85629512413186	101.0	0.0	1010	40400
456.98792695999146	40	-105.75971811116779	11.74567057078093	-86.26704349511712	-132.72308491850237	101.0	0.0	1010	41410
468.0810306072235	41	-100.54801904584427	20.335619615924834	-56.61130481454766	-124.91772136424999	101.0	0.0	1010	42420
479.36272048950195	42	-103.3439244642678	19.6339865793358	-67.95738910934097	-136.08497919411977	101.0	0.0	1010	43430
490.2997453212738	43	-100.92409065387892	20.290677214321974	-63.22676437179954	-123.42597350825892	101.0	0.0	1010	44440
501.3512969017029	44	-93.2944907357041	20.542726220771335	-66.07745988693614	-128.8407321663671	101.0	0.0	1010	45450
513.0196294784546	45	-105.97163858758056	15.610306897266854	-82.55956063027763	-135.4535818316563	101.0	0.0	1010	46460
